Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.832,-83.483,231,18.48402,0.2158774,18.26814
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.727,-83.308,231,1.899179,0,1.899179
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.759,-83.627,231,16.93082,0.6933094,16.23751
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.726,-83.626,231,19.19714,0.9220498,18.27509
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.498,-83.095,231,1.00783,0,1.00783
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.771,-83.478,231,4.828343,0.1406393,4.687704
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.764,-83.493,231,6.012983,0.2520216,5.760961
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.745,-83.507,231,12.82209,0.3604522,12.46164
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.487,-83.134,231,0.4795767,0,0.4795767
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.556,-83.138,231,0.8510356,0,0.8510356
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.773,-83.357,231,6.32656,0.3318398,5.99472
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.483,-83.11,231,0.4296275,0,0.4296275
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.765,-83.411,231,11.94698,0.2114925,11.73548
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.734,-83.433,231,1.832152,0.2539653,1.578187
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.719,-83.42,231,3.552744,0.3064775,3.246267
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.732,-83.399,231,3.472167,0.0643447,3.407822
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.736,-83.355,231,5.805452,0.06609721,5.739355
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.72,-83.354,231,2.984759,0.1050947,2.879664
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.772,-83.238,231,1.279431,0.0488647,1.230566
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.751,-83.319,231,2.107285,0.05241067,2.054874
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.717,-83.307,231,2.56188,0.1959928,2.365887
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.738,-83.23,231,5.909937,0.1252118,5.784725
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.782,-83.244,231,1.304102,0.5143055,0.7897967
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.492,-83.229,231,1.500603,0,1.500603
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.555,-83.157,231,0.960138,0,0.960138
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.676,-83.472,231,7.398025,1.072081,6.325944
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.674,-83.519,231,8.184936,0.0291843,8.155751
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.674,-83.547,231,4.645993,0.5286187,4.117374
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.63,-83.532,231,3.970713,0.1573525,3.813361
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.627,-83.479,231,2.088022,0.371923,1.7161
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.63,-83.621,231,13.88582,0.3915702,13.49425
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.671,-83.585,231,2.638101,0.5205283,2.117573
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.499,-83.308,231,0.7688549,0,0.7688549
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.679,-83.589,231,3.914842,0.4553646,3.459477
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.484,-83.095,231,1.036789,0,1.036789
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.681,-83.644,231,7.50577,0.3457672,7.160002
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.566,-83.588,231,14.78258,0.2430946,14.53949
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.588,-83.593,231,1.09504,0.001666417,1.093373
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.587,-83.606,231,1.424627,0.09081008,1.333817
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.509,-83.534,231,4.699873,0.0261341,4.673739
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.496,-83.273,231,1.584791,0,1.584791
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.664,-83.123,231,1.565382,0,1.565382
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.557,-83.544,231,0.7649599,0,0.7649599
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.578,-83.526,231,7.560261,0.4269475,7.133313
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.543,-83.506,231,2.022277,0.09717613,1.9251
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.605,-83.527,231,3.758768,0.05856012,3.700207
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.854,-83.303,231,8.445388,0.3319683,8.11342
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.517,-83.505,231,0.8485529,0,0.8485529
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.459,-83.475,231,2.009997,0.0185414,1.991455
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.46,-83.445,231,1.034858,0,1.034858
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.478,-83.465,231,3.968283,0,3.968283
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.479,-83.525,231,5.811729,0.1142496,5.697479
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.523,-83.161,231,0.7597232,0,0.7597232
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.451,-83.524,231,5.519228,0.02815882,5.491069
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.481,-83.212,231,0.8730844,0,0.8730844
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.448,-83.346,231,1.653766,0,1.653766
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.447,-83.48,231,0.6374053,0,0.6374053
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.441,-83.493,231,1.00228,0,1.00228
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.668,-83.103,231,1.835599,0.004673381,1.830926
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.491,-83.642,231,5.612387,0.1376752,5.474711
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.738,-83.264,231,8.407237,0.1389736,8.268264
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.493,-83.585,231,12.4431,0.5949047,11.8482
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.519,-83.452,231,1.694354,0,1.694354
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.462,-83.659,231,2.007249,0.002450204,2.004798
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.465,-83.644,231,1.61981,0,1.61981
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.781,-83.265,231,2.513782,0.5607142,1.953068
20.9,104,10.3,0.677,3.76,98.7,4.5,10.3,3309,1777,41.905,-84.045,251,1.806622,0.1402844,1.666337
20.9,104,10.3,0.677,3.76,98.7,4.5,10.3,3309,1777,41.897,-84.033,251,0.5694223,0,0.5694223
20.9,104,10.3,0.677,3.76,98.7,4.5,10.3,3309,1777,41.901,-84.064,251,1.849201,0.005953696,1.843248
20.9,104,10.3,0.677,3.76,98.7,4.5,10.3,3309,1777,41.882,-84.039,251,1.68279,0,1.68279
20.9,104,10.3,0.677,3.76,98.7,4.5,10.3,3309,1777,41.864,-84.065,251,32.04664,0.2635136,31.78312
20.9,104,10.3,0.677,3.76,98.7,4.5,10.3,3309,1777,41.855,-84.298,251,38.65875,1.0797,37.57905
20.9,104,10.3,0.677,3.76,98.7,4.5,10.3,3309,1777,41.764,-84.235,251,91.35022,0.1491721,91.20105
20.62,102,10.2,0.684,3.73,98.8,4.5,10.2,3302,1735,41.822,-83.864,245,4.432315,0.05796475,4.374351
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.018,-83.937,231,6.786327,0.2751028,6.511224
20.62,102,10.2,0.684,3.73,98.8,4.5,10.2,3302,1735,41.832,-83.824,245,82.89932,0.2595796,82.63974
20.9,104,10.3,0.677,3.76,98.7,4.5,10.3,3309,1777,41.897,-84.184,251,69.36234,0.1333825,69.22895
20.62,102,10.2,0.684,3.73,98.8,4.5,10.2,3302,1735,41.771,-84,245,90.01261,0.08674055,89.92587
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.036,-83.958,231,21.51275,0.07807218,21.43467
21.4,113,9.4,0.681,3.67,98.9,4.4,9.3,3564,1629,42.002,-83.841,231,71.85999,0.04062644,71.81936
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.03,-84.19,246,29.14203,2.723648,26.41838
20.9,104,10.3,0.677,3.76,98.7,4.5,10.3,3309,1777,41.943,-84.304,251,36.09229,2.412854,33.67943
20.9,104,10.3,0.677,3.76,98.7,4.5,10.3,3309,1777,41.95,-84.068,251,33.31014,0.01391667,33.29622
20.62,102,10.2,0.684,3.73,98.8,4.5,10.2,3302,1735,41.953,-83.954,245,29.88795,0.3832396,29.50471
20.62,102,10.2,0.684,3.73,98.8,4.5,10.2,3302,1735,41.998,-83.945,245,1.714968,0.0260924,1.688876
20.62,102,10.2,0.684,3.73,98.8,4.5,10.2,3302,1735,41.873,-83.945,245,34.4458,0.1986789,34.24712
20.88,136,6.6,0.732,3.75,98.9,4.4,5.9,4351,1168,44.269,-86.326,227,2.842767,1.409792,1.432975
21.53,138,6.7,0.711,3.64,98.7,4.5,6.2,4328,1238,44.428,-85.973,247,141.8464,0.5389438,141.3074
20.88,136,6.6,0.732,3.75,98.9,4.4,5.9,4351,1168,44.465,-86.176,227,45.12154,5.919368,39.20218
20.88,136,6.6,0.732,3.75,98.9,4.4,5.9,4351,1168,44.391,-86.163,227,46.23775,5.121542,41.11621
20.88,136,6.6,0.732,3.75,98.9,4.4,5.9,4351,1168,44.307,-86.237,227,41.58224,2.958202,38.62404
20.88,136,6.6,0.732,3.75,98.9,4.4,5.9,4351,1168,44.302,-86.058,227,142.7457,2.49802,140.2477
20.88,136,6.6,0.732,3.75,98.9,4.4,5.9,4351,1168,44.223,-86.012,227,102.4051,2.27384,100.1313
20.88,136,6.6,0.732,3.75,98.9,4.4,5.9,4351,1168,44.218,-86.266,227,41.07182,3.218311,37.85351
20.88,136,6.6,0.732,3.75,98.9,4.4,5.9,4351,1168,44.239,-86.332,227,2.728512,0.4945865,2.233925
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.377,-84.674,249,41.31943,9.346853,31.97257
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.255,-84.509,249,147.9449,2.047058,145.8978
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.313,-84.74,249,12.839,8.894571,3.944433
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.429,-84.449,249,60.67062,4.134062,56.53655
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.466,-84.708,249,21.60268,10.8274,10.77528
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.481,-84.756,249,9.217952,5.06687,4.151082
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.349,-84.409,249,5.539765,0.1236183,5.416147
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.408,-84.567,249,97.49226,3.654617,93.83764
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.434,-84.767,249,58.62959,8.870141,49.75945
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.272,-84.732,249,124.7752,7.430551,117.3447
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.219,-84.387,246,2.101557,0.02735766,2.074199
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.187,-84.431,246,15.04997,0.5729281,14.47705
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.212,-84.526,246,19.18169,0.4943054,18.68738
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.29,-84.416,246,3.648567,0.03564495,3.612922
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.285,-84.389,246,6.220387,0.05467168,6.165715
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.277,-84.307,246,26.95213,1.433879,25.51825
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.24,-84.419,246,0.4300337,0,0.4300337
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.222,-84.455,246,3.813485,0.01858889,3.794896
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.263,-84.454,246,5.283745,0.001529737,5.282215
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.306,-84.424,246,16.19247,0.1017943,16.09067
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.226,-84.307,246,13.19214,1.09582,12.09632
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.179,-84.288,246,31.3913,2.444005,28.9473
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.11,-84.263,246,24.28851,1.236526,23.05199
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.126,-84.595,246,82.035,1.514182,80.52082
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.291,-84.601,246,72.58246,0.2832589,72.2992
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.378,-84.6,246,72.72559,0.6134094,72.11217
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.36,-84.307,246,43.805,1.230197,42.57481
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.125,-84.172,246,27.10662,2.431775,24.67484
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.231,-84.191,246,47.21314,1.615977,45.59716
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.257,-84.398,246,0.7773708,0,0.7773708
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.261,-84.426,246,0.9524426,0,0.9524426
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.11,-84.328,246,15.292,1.724565,13.56743
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.259,-84.389,246,1.125341,0.000438612,1.124902
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.25,-84.425,246,0.3430599,0,0.3430599
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.075,-84.942,249,121.8592,1.663936,120.1953
22.29,130,8.3,0.679,3.71,98.7,4.1,8,3928,1501,43.961,-84.998,248,52.58607,1.796571,50.7895
22.29,130,8.3,0.679,3.71,98.7,4.1,8,3928,1501,43.899,-84.957,248,60.16439,1.508912,58.65548
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.848,-85.039,245,16.31047,1.482647,14.82783
22.29,130,8.3,0.679,3.71,98.7,4.1,8,3928,1501,43.829,-84.789,248,6.404769,0.1269423,6.277827
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.054,-84.757,249,14.42282,0.5182584,13.90457
22.29,130,8.3,0.679,3.71,98.7,4.1,8,3928,1501,43.994,-84.767,248,23.55774,0.9411017,22.61664
22.29,130,8.3,0.679,3.71,98.7,4.1,8,3928,1501,43.919,-84.864,248,66.46925,1.272305,65.19695
22.29,130,8.3,0.679,3.71,98.7,4.1,8,3928,1501,43.945,-84.695,248,131.0863,0.9776659,130.1086
21.9,139,7,0.697,3.62,98.7,4.4,6.5,4283,1301,44.053,-84.85,249,26.4072,0.04299711,26.3642
20.28,111,8.8,0.715,3.91,99.1,4.6,8.4,3660,1482,42.409,-86.271,219,1.923617,0.5558481,1.367769
20.28,111,8.8,0.715,3.91,99.1,4.6,8.4,3660,1482,42.375,-86.268,219,18.41792,1.004943,17.41298
20.28,111,8.8,0.715,3.91,99.1,4.6,8.4,3660,1482,42.287,-86.294,219,36.83165,1.910519,34.92113
21.2,116,9.1,0.692,3.75,98.8,4.5,8.8,3639,1576,42.19,-85.821,240,24.74756,0.1531594,24.5944
20.28,111,8.8,0.715,3.91,99.1,4.6,8.4,3660,1482,42.204,-86.108,219,54.32531,1.273102,53.0522
20.28,111,8.8,0.715,3.91,99.1,4.6,8.4,3660,1482,42.217,-86.166,219,16.70108,0.4325248,16.26855
20.28,111,8.8,0.715,3.91,99.1,4.6,8.4,3660,1482,42.114,-86.107,219,70.5556,2.608116,67.94749
21.2,116,9.1,0.692,3.75,98.8,4.5,8.8,3639,1576,42.113,-85.878,240,70.99018,2.961782,68.0284
21.2,116,9.1,0.692,3.75,98.8,4.5,8.8,3639,1576,42.208,-85.936,240,37.03025,2.146896,34.88335
20.28,111,8.8,0.715,3.91,99.1,4.6,8.4,3660,1482,42.288,-86.109,219,71.34504,1.441055,69.90398
21.2,116,9.1,0.692,3.75,98.8,4.5,8.8,3639,1576,42.376,-85.88,240,71.18654,1.794098,69.39244
20.28,111,8.8,0.715,3.91,99.1,4.6,8.4,3660,1482,42.375,-86.11,219,70.7923,1.739558,69.05274
20.28,111,8.8,0.715,3.91,99.1,4.6,8.4,3660,1482,42.385,-86.276,219,2.464923,0.4680987,1.996824
21.2,116,9.1,0.692,3.75,98.8,4.5,8.8,3639,1576,42.288,-85.88,240,69.29514,0.7631383,68.532
21.2,116,9.1,0.692,3.75,98.8,4.5,8.8,3639,1576,42.226,-85.822,240,10.226,0.1059877,10.12001
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.705,-85.176,245,73.55105,0.9064158,72.64463
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.676,-85.235,245,61.09234,4.620963,56.47138
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.728,-85.356,245,71.66896,3.183253,68.4857
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.745,-85.482,245,54.30749,1.246672,53.06082
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.714,-85.49,245,7.916007,0.1925503,7.723457
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.694,-85.495,245,2.43135,0.02958199,2.401768
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.634,-85.498,245,50.10831,2.453103,47.6552
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.555,-85.463,245,80.99799,0.4075104,80.59048
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.623,-85.29,245,38.15516,1.756783,36.39837
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.532,-85.239,245,130.7406,1.326621,129.414
21.61,154,4.1,0.753,3.6,98.8,5.3,3.4,5136,922,46.051,-86.403,232,467.7786,31.79016,435.9885
21.61,154,4.1,0.753,3.6,98.8,5.3,3.4,5136,922,46.213,-86.115,232,761.2949,33.4844,727.8105
21.26,145,5.4,0.737,3.63,98.8,5,4.7,4711,1055,45.956,-86.27,232,9.147822,1.588303,7.559519
21.53,138,6.7,0.711,3.64,98.7,4.5,6.2,4328,1238,44.049,-85.197,247,127.865,0.3514047,127.5135
21.53,138,6.7,0.711,3.64,98.7,4.5,6.2,4328,1238,44.069,-85.436,247,123.7875,0.6461018,123.1414
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.973,-85.433,245,108.2267,2.228075,105.9986
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.98,-85.296,245,61.22009,0.610126,60.60997
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.9,-85.266,245,118.5478,2.779006,115.7688
21.66,129,8,0.697,3.71,98.7,4.2,7.6,3979,1417,43.866,-85.503,245,33.44921,0.09031007,33.3589
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.748,-84.733,246,3.158224,0.08517607,3.073047
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.48,-84.66,246,35.71746,0.1925901,35.52487
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.633,-84.661,246,20.41696,0.2176802,20.19928
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.734,-84.631,246,1.072498,0.01558347,1.056915
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.748,-84.623,246,1.744392,0.008858728,1.735533
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.734,-84.613,246,0.9300406,0,0.9300406
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.702,-84.623,246,5.099716,0.2697422,4.829974
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.727,-84.69,246,15.77174,0.1489474,15.62279
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.712,-84.656,246,5.339681,0.1451848,5.194496
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.755,-84.656,246,2.360703,0.05068943,2.310013
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.756,-84.751,246,1.023185,0.0385052,0.9846795
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.748,-84.759,246,4.941091,0.05696397,4.884127
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.727,-84.838,246,63.34955,0.05424658,63.2953
21.2,116,9.1,0.692,3.75,98.8,4.5,8.8,3639,1576,42.684,-85.016,240,72.85017,0.6546949,72.19548
21.2,116,9.1,0.692,3.75,98.8,4.5,8.8,3639,1576,42.509,-85.015,240,73.36473,0.3895836,72.97514
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.551,-84.848,246,2.941683,0.05491377,2.886769
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.553,-84.837,246,49.12035,0.04308514,49.07727
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.466,-84.836,246,72.88892,0.5909672,72.29795
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.497,-84.655,246,2.732367,0.08330464,2.649062
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.64,-84.838,246,56.87383,0.06502733,56.8088
22.02,159,4.3,0.726,3.45,98.4,5.7,3.6,5099,964,46.297,-84.199,269,159.3859,47.99178,111.3941
22.02,159,4.3,0.726,3.45,98.4,5.7,3.6,5099,964,46.482,-84.315,269,5.258479,1.100154,4.158325
22.02,159,4.3,0.726,3.45,98.4,5.7,3.6,5099,964,46.497,-84.359,269,2.251595,0.9876335,1.263962
22.02,159,4.3,0.726,3.45,98.4,5.7,3.6,5099,964,46.486,-84.346,269,0.5456921,0,0.5456921
22.02,159,4.3,0.726,3.45,98.4,5.7,3.6,5099,964,46.451,-84.619,269,198.9242,31.95945,166.9648
21.69,155,4.2,0.745,3.45,98.7,5.9,3.5,5116,933,46.466,-85.073,239,496.6829,60.21186,436.471
22.02,159,4.3,0.726,3.45,98.4,5.7,3.6,5099,964,46.261,-84.466,269,8.247014,0.03550132,8.211513
22.31,162,4.2,0.715,3.51,98,4.7,3.5,5144,957,46.048,-83.799,302,288.1944,135.9089,152.2855
22.02,159,4.3,0.726,3.45,98.4,5.7,3.6,5099,964,46.482,-84.401,269,9.939325,3.122969,6.816357
22.02,159,4.3,0.726,3.45,98.4,5.7,3.6,5099,964,46.263,-84.58,269,429.0742,2.610206,426.464
22.02,159,4.3,0.726,3.45,98.4,5.7,3.6,5099,964,46.109,-84.027,269,309.4384,65.95748,243.481
22.34,160,4.2,0.712,3.57,97.9,4,3.7,5125,1022,46.679,-88.398,315,504.8033,24.82502,479.9783
22.34,160,4.2,0.712,3.57,97.9,4,3.7,5125,1022,46.752,-88.235,315,451.1859,32.90723,418.2787
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.857,-84.779,246,71.29193,0.714747,70.57719
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.831,-84.558,246,2.902298,0.02058774,2.88171
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.828,-84.586,246,2.590724,0.1220674,2.468657
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.777,-84.54,246,1.631756,0.01227303,1.619483
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.813,-84.661,246,35.71985,0.214345,35.5055
22.29,130,8.3,0.679,3.71,98.7,4.1,8,3928,1501,43.074,-84.426,248,35.41375,0.2927956,35.12096
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.987,-84.562,246,3.012029,0,3.012029
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.9,-84.602,246,71.55311,0.2086384,71.34447
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.788,-84.429,246,10.48916,0.5041417,9.985023
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.827,-84.543,246,14.71455,0.1220013,14.59255
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.792,-84.579,246,6.999187,0.0280538,6.971133
21.75,117,9.3,0.677,3.73,98.8,4.4,9.2,3601,1647,42.988,-84.72,246,73.04939,0.1305392,72.91885
22.29,130,8.3,0.679,3.71,98.7,4.1,8,3928,1501,43.075,-84.719,248,70.99921,0.5446759,70.45454
20.88,136,6.6,0.732,3.75,98.9,4.4,5.9,4351,1168,44.941,-86.06,227,118.848,66.81871,52.02929
21.42,146,5.5,0.73,3.58,98.8,5.8,4.8,4687,1079,45.278,-85.704,234,225.7092,178.3149,47.39437
21.53,138,6.7,0.711,3.64,98.7,4.5,6.2,4328,1238,44.959,-85.658,247,81.53819,30.73844,50.79975
21.42,146,5.5,0.73,3.58,98.8,5.8,4.8,4687,1079,45.029,-85.881,234,167.5734,106.6237,60.94974
21.53,138,6.7,0.711,3.64,98.7,4.5,6.2,4328,1238,44.872,-85.83,247,154.4235,40.88402,113.5395
21.53,138,6.7,0.711,3.64,98.7,4.5,6.2,4328,1238,44.829,-85.684,247,35.82123,13.36293,22.4583
